,Patron Type Code,Patron Type Definition,Total Checkouts,Total Renewals,Age Range,Home Library Code,Home Library Definition,Circulation Active Month,Circulation Active Year,Notice Preference Code,Notice Preference Definition,Provided Email Address,Year Patron Registered,Outside of County,Supervisor District
17055,0,ADULT,48,0,45 to 54 years,G4,Glen Park,September,2015.0,z,email,True,2013,False,7.0
17056,3,SENIOR,44,42,65 to 74 years,E7,Eureka Valley/Harvey Milk Memorial,October,2014.0,z,email,True,2006,False,8.0
17057,3,SENIOR,410,85,65 to 74 years,O7,Ortega,February,2016.0,z,email,True,2006,False,4.0
17058,0,ADULT,5,0,25 to 34 years,X,Main Library,January,2015.0,z,email,True,2014,False,2.0
17062,0,ADULT,30,3,35 to 44 years,M4,Merced,May,2016.0,z,email,True,2011,False,11.0
17063,0,ADULT,8,0,20 to 24 years,E9,Excelsior,October,2015.0,z,email,True,2015,False,11.0
17068,0,ADULT,2,6,35 to 44 years,S7,Sunset,July,2016.0,z,email,True,2016,False,4.0
17069,0,ADULT,278,102,45 to 54 years,B4,Bernal Heights,July,2016.0,z,email,True,2004,False,9.0
17071,0,ADULT,6,0,25 to 34 years,E9,Excelsior,May,2016.0,p,phone,False,2015,False,10.0
17072,0,ADULT,1155,149,20 to 24 years,E9,Excelsior,July,2016.0,z,email,True,2003,False,11.0
17073,0,ADULT,921,744,45 to 54 years,R3,Richmond,July,2016.0,z,email,True,2003,False,1.0
17075,0,ADULT,217,43,60 to 64 years,P3,Parkside,June,2016.0,z,email,True,2003,False,4.0
17077,0,ADULT,18,0,20 to 24 years,M6,Mission,March,2016.0,a,print,False,2015,False,10.0
17079,0,ADULT,13,1,60 to 64 years,X,Main Library,March,2014.0,p,phone,False,2003,False,1.0
17080,0,ADULT,11,0,25 to 34 years,I5,Ingleside,June,2016.0,z,email,True,2014,False,11.0
17087,0,ADULT,5,2,25 to 34 years,C2,Chinatown,July,2016.0,z,email,True,2015,False,3.0
17088,0,ADULT,511,82,45 to 54 years,M6,Mission,May,2016.0,p,phone,False,2003,False,10.0
17089,0,ADULT,489,403,55 to 59 years,N6,North Beach,July,2016.0,z,email,True,2011,False,2.0
17090,0,ADULT,193,33,45 to 54 years,X,Main Library,June,2014.0,p,phone,False,2006,False,9.0
17092,0,ADULT,504,175,60 to 64 years,B4,Bernal Heights,July,2016.0,z,email,True,2003,False,9.0
17093,0,ADULT,1,0,60 to 64 years,R3,Richmond,June,2016.0,z,email,True,2015,False,1.0
17094,0,ADULT,8,0,20 to 24 years,P9,Presidio,November,2010.0,z,email,True,2003,False,2.0
17095,0,ADULT,97,74,60 to 64 years,O7,Ortega,April,2016.0,z,email,True,2003,False,4.0
17097,0,ADULT,530,241,20 to 24 years,P5,Portola,June,2015.0,z,email,True,2003,False,10.0
17099,0,ADULT,101,46,25 to 34 years,X,Main Library,August,2014.0,a,print,True,2003,False,7.0
17101,0,ADULT,9,2,55 to 59 years,N4,Noe Valley/Sally Brunn,October,2014.0,z,email,True,2003,False,7.0
17105,0,ADULT,11,1,55 to 59 years,E7,Eureka Valley/Harvey Milk Memorial,April,2016.0,z,email,True,2015,False,8.0
17107,0,ADULT,6,5,20 to 24 years,X,Main Library,May,2016.0,a,print,True,2015,False,9.0
17110,0,ADULT,12,0,25 to 34 years,S7,Sunset,January,2016.0,z,email,True,2015,False,7.0
17111,0,ADULT,21,12,25 to 34 years,M8,Mission Bay,July,2015.0,z,email,True,2011,False,8.0
17112,0,ADULT,1,3,20 to 24 years,X,Main Library,November,2012.0,z,email,True,2012,False,9.0
17114,0,ADULT,59,16,20 to 24 years,X,Main Library,April,2015.0,z,email,True,2014,False,6.0
17116,0,ADULT,3,6,20 to 24 years,X,Main Library,January,2016.0,z,email,True,2015,False,8.0
17117,0,ADULT,331,148,55 to 59 years,W2,West Portal,April,2016.0,z,email,True,2009,False,7.0
17120,0,ADULT,24,0,35 to 44 years,R3,Richmond,March,2016.0,z,email,True,2010,False,4.0
17122,0,ADULT,37,21,45 to 54 years,E7,Eureka Valley/Harvey Milk Memorial,January,2016.0,z,email,True,2003,False,8.0
17123,3,SENIOR,47,1,65 to 74 years,E9,Excelsior,March,2016.0,p,phone,False,2010,False,11.0
17124,0,ADULT,43,6,25 to 34 years,P3,Parkside,June,2016.0,z,email,True,2008,False,4.0
17125,0,ADULT,45,0,45 to 54 years,B4,Bernal Heights,March,2015.0,z,email,True,2014,False,9.0
17126,0,ADULT,408,315,35 to 44 years,O7,Ortega,December,2015.0,z,email,True,2010,False,4.0
17131,0,ADULT,1544,2062,45 to 54 years,B4,Bernal Heights,July,2016.0,z,email,True,2003,False,9.0
17134,0,ADULT,4,0,25 to 34 years,X,Main Library,April,2013.0,z,email,True,2012,False,6.0
17135,0,ADULT,24,0,45 to 54 years,M8,Mission Bay,February,2015.0,a,print,False,2007,False,6.0
17136,0,ADULT,162,237,45 to 54 years,A5,Anza,February,2012.0,z,email,True,2003,False,1.0
17137,0,ADULT,16,2,20 to 24 years,E9,Excelsior,June,2015.0,z,email,True,2014,False,10.0
17140,0,ADULT,1,1,25 to 34 years,M2,Marina,November,2013.0,z,email,True,2013,False,2.0
17141,0,ADULT,30,34,25 to 34 years,O2,Ocean View,October,2015.0,z,email,True,2003,False,11.0
17144,0,ADULT,5,1,25 to 34 years,X,Main Library,March,2014.0,z,email,True,2006,False,6.0
17147,4,WELCOME,1,0,25 to 34 years,C2,Chinatown,June,2016.0,z,email,True,2016,False,3.0
17148,0,ADULT,42,1,35 to 44 years,M8,Mission Bay,July,2016.0,z,email,True,2011,False,10.0
17151,0,ADULT,39,29,35 to 44 years,O7,Ortega,March,2015.0,z,email,True,2012,False,4.0
17152,3,SENIOR,101,41,65 to 74 years,P5,Portola,June,2016.0,z,email,True,2013,False,9.0
17153,0,ADULT,190,47,35 to 44 years,W4,Western Addition,June,2016.0,z,email,True,2010,False,2.0
17155,0,ADULT,3,5,55 to 59 years,E7,Eureka Valley/Harvey Milk Memorial,September,2013.0,z,email,True,2011,False,9.0
17156,0,ADULT,89,133,25 to 34 years,M8,Mission Bay,November,2015.0,z,email,True,2008,False,6.0
17158,0,ADULT,2,0,45 to 54 years,O7,Ortega,May,2009.0,z,email,True,2009,False,4.0
17161,0,ADULT,5,4,25 to 34 years,N4,Noe Valley/Sally Brunn,August,2014.0,z,email,True,2009,False,2.0
17162,0,ADULT,79,1,45 to 54 years,X,Main Library,March,2016.0,z,email,True,2003,False,3.0
17164,0,ADULT,5,7,35 to 44 years,C2,Chinatown,June,2016.0,z,email,True,2013,False,3.0
17165,0,ADULT,2,3,25 to 34 years,C2,Chinatown,May,2016.0,z,email,True,2015,False,2.0
17166,0,ADULT,2,2,45 to 54 years,P1,Park,November,2014.0,z,email,True,2014,False,5.0
17167,0,ADULT,14,12,35 to 44 years,S7,Sunset,June,2014.0,z,email,True,2007,False,2.0
17168,0,ADULT,4,10,45 to 54 years,E7,Eureka Valley/Harvey Milk Memorial,October,2015.0,z,email,True,2003,False,8.0
17169,0,ADULT,3,0,25 to 34 years,S7,Sunset,September,2014.0,z,email,True,2014,False,4.0
17170,0,ADULT,593,1347,35 to 44 years,P1,Park,July,2016.0,z,email,True,2003,False,8.0
17171,0,ADULT,7,0,45 to 54 years,E9,Excelsior,April,2015.0,p,phone,False,2014,False,11.0
17172,0,ADULT,3,0,20 to 24 years,X,Main Library,August,2015.0,z,email,True,2015,False,5.0
17173,0,ADULT,143,0,35 to 44 years,G4,Glen Park,December,2014.0,z,email,True,2006,False,8.0
17174,0,ADULT,542,358,45 to 54 years,M6,Mission,June,2015.0,z,email,True,2003,False,9.0
17177,0,ADULT,20,8,25 to 34 years,O7,Ortega,June,2016.0,z,email,True,2015,False,4.0
17180,0,ADULT,278,8,55 to 59 years,M8,Mission Bay,March,2016.0,z,email,True,2015,False,11.0
17182,0,ADULT,2,1,55 to 59 years,B2,Bayview/Linda Brooks-Burton,May,2011.0,z,email,True,2005,False,10.0
17184,0,ADULT,3,0,25 to 34 years,I5,Ingleside,May,2015.0,z,email,True,2013,False,11.0
17185,0,ADULT,15,0,35 to 44 years,M6,Mission,July,2016.0,z,email,True,2014,False,9.0
17187,4,WELCOME,1,0,25 to 34 years,X,Main Library,July,2013.0,z,email,True,2011,False,6.0
17188,0,ADULT,36,2,25 to 34 years,B2,Bayview/Linda Brooks-Burton,December,2008.0,z,email,True,2003,False,10.0
17190,0,ADULT,5,0,25 to 34 years,X,Main Library,February,2015.0,z,email,True,2012,False,6.0
17191,0,ADULT,78,21,60 to 64 years,P5,Portola,September,2014.0,z,email,True,2013,False,11.0
17192,0,ADULT,134,114,25 to 34 years,X,Main Library,July,2016.0,z,email,True,2014,False,8.0
17194,0,ADULT,3,2,35 to 44 years,B4,Bernal Heights,August,2015.0,z,email,True,2015,False,9.0
17196,0,ADULT,53,30,45 to 54 years,M6,Mission,November,2014.0,a,print,False,2003,False,11.0
17198,0,ADULT,47,81,25 to 34 years,P7,Potrero,July,2016.0,z,email,True,2011,False,9.0
17201,0,ADULT,155,50,25 to 34 years,E9,Excelsior,March,2016.0,z,email,True,2003,False,11.0
17203,0,ADULT,184,70,60 to 64 years,X,Main Library,June,2016.0,p,phone,False,2003,False,5.0
17204,0,ADULT,56,8,20 to 24 years,E9,Excelsior,March,2014.0,z,email,True,2003,False,11.0
17205,3,SENIOR,44,17,65 to 74 years,O7,Ortega,May,2016.0,p,phone,False,2011,False,4.0
17208,0,ADULT,2,0,25 to 34 years,X,Main Library,May,2016.0,z,email,True,2014,False,4.0
17210,0,ADULT,412,243,55 to 59 years,O7,Ortega,June,2016.0,z,email,True,2003,False,4.0
17211,0,ADULT,96,136,35 to 44 years,P9,Presidio,May,2016.0,z,email,True,2015,False,2.0
17212,3,SENIOR,42,17,65 to 74 years,R3,Richmond,July,2016.0,p,phone,True,2005,False,2.0
17213,0,ADULT,40,20,25 to 34 years,X,Main Library,July,2013.0,p,phone,False,2009,False,3.0
17214,0,ADULT,124,5,45 to 54 years,B2,Bayview/Linda Brooks-Burton,August,2014.0,p,phone,True,2003,False,10.0
17216,100,AT USER ADULT,7,6,25 to 34 years,X,Main Library,September,2015.0,a,print,False,2010,False,6.0
17217,0,ADULT,39,9,35 to 44 years,O7,Ortega,December,2015.0,z,email,True,2012,False,11.0
17218,0,ADULT,213,60,35 to 44 years,P9,Presidio,April,2015.0,z,email,True,2011,False,5.0
17220,0,ADULT,2,4,25 to 34 years,P3,Parkside,December,2015.0,z,email,True,2015,False,7.0
17221,0,ADULT,8,9,25 to 34 years,N6,North Beach,June,2016.0,z,email,True,2009,False,2.0
17223,0,ADULT,13,14,25 to 34 years,M8,Mission Bay,June,2016.0,z,email,True,2015,False,6.0
17224,0,ADULT,2,0,20 to 24 years,M2,Marina,September,2015.0,z,email,True,2014,False,3.0
17227,0,ADULT,35,19,25 to 34 years,X,Main Library,January,2015.0,z,email,True,2010,False,9.0
17229,0,ADULT,78,3,45 to 54 years,M2,Marina,January,2014.0,z,email,True,2011,False,3.0
17230,0,ADULT,3,0,55 to 59 years,M6,Mission,November,2013.0,z,email,True,2003,False,8.0
17232,0,ADULT,19,12,20 to 24 years,R3,Richmond,July,2016.0,p,phone,False,2015,False,2.0
17233,3,SENIOR,94,22,65 to 74 years,X,Main Library,June,2016.0,z,email,True,2003,False,5.0
17235,0,ADULT,975,758,45 to 54 years,P3,Parkside,July,2016.0,z,email,True,2003,False,4.0
17236,0,ADULT,13,0,35 to 44 years,M8,Mission Bay,October,2015.0,z,email,True,2015,False,10.0
17237,0,ADULT,6,3,35 to 44 years,W2,West Portal,December,2014.0,z,email,True,2014,False,7.0
17238,3,SENIOR,35,0,65 to 74 years,O7,Ortega,June,2015.0,z,email,True,2014,False,4.0
17241,0,ADULT,1936,108,55 to 59 years,X,Main Library,July,2016.0,p,phone,False,2003,False,6.0
17243,0,ADULT,79,2,45 to 54 years,X,Main Library,May,2016.0,p,phone,True,2009,False,5.0
17246,0,ADULT,13,5,25 to 34 years,I5,Ingleside,December,2015.0,p,phone,False,2011,False,1.0
17247,0,ADULT,9,0,25 to 34 years,B2,Bayview/Linda Brooks-Burton,June,2013.0,p,phone,False,2011,False,10.0
17248,0,ADULT,161,136,45 to 54 years,X,Main Library,November,2012.0,z,email,True,2004,False,6.0
17249,0,ADULT,421,193,45 to 54 years,R3,Richmond,July,2016.0,z,email,True,2003,False,1.0
17250,0,ADULT,185,203,55 to 59 years,X,Main Library,June,2016.0,p,phone,False,2003,False,6.0
17251,0,ADULT,2,0,25 to 34 years,B2,Bayview/Linda Brooks-Burton,September,2015.0,z,email,True,2015,False,10.0
17252,0,ADULT,43,0,35 to 44 years,X,Main Library,October,2015.0,p,phone,True,2009,False,6.0
17253,3,SENIOR,363,232,65 to 74 years,C2,Chinatown,March,2016.0,a,print,False,2009,False,3.0
17254,0,ADULT,6,0,25 to 34 years,I5,Ingleside,September,2013.0,z,email,True,2012,False,11.0
17257,0,ADULT,32,4,20 to 24 years,E9,Excelsior,July,2013.0,z,email,True,2003,False,7.0
17258,0,ADULT,92,21,35 to 44 years,X,Main Library,January,2016.0,z,email,True,2003,False,7.0
17260,3,SENIOR,8,0,65 to 74 years,I5,Ingleside,August,2013.0,p,phone,False,2012,False,11.0
17265,3,SENIOR,11,0,65 to 74 years,P1,Park,March,2013.0,z,email,True,2013,False,5.0
17270,0,ADULT,519,488,35 to 44 years,M8,Mission Bay,May,2016.0,z,email,True,2008,False,6.0
17271,3,SENIOR,19,3,65 to 74 years,X,Main Library,January,2014.0,a,print,False,2003,False,7.0
17272,0,ADULT,3,0,60 to 64 years,C2,Chinatown,August,2013.0,z,email,True,2011,False,3.0
17273,0,ADULT,99,4,45 to 54 years,B4,Bernal Heights,June,2016.0,z,email,True,2003,False,9.0
17277,0,ADULT,407,237,45 to 54 years,X,Main Library,July,2016.0,z,email,True,2003,False,11.0
17278,0,ADULT,15,0,25 to 34 years,R3,Richmond,April,2016.0,z,email,True,2015,False,1.0
17281,0,ADULT,634,985,35 to 44 years,R3,Richmond,July,2016.0,z,email,True,2008,False,2.0
17282,0,ADULT,1,0,45 to 54 years,X,Main Library,November,2014.0,z,email,True,2011,False,4.0
17283,0,ADULT,18,0,35 to 44 years,X,Main Library,December,2013.0,p,phone,False,2005,False,5.0
17284,0,ADULT,95,131,60 to 64 years,X,Main Library,July,2016.0,z,email,True,2003,False,7.0
17286,0,ADULT,10,6,60 to 64 years,W2,West Portal,December,2015.0,z,email,True,2015,False,7.0
17287,0,ADULT,59,5,35 to 44 years,M2,Marina,June,2016.0,z,email,True,2015,False,2.0
17288,0,ADULT,2,0,25 to 34 years,X,Main Library,November,2012.0,z,email,True,2011,False,1.0
17289,0,ADULT,3,0,25 to 34 years,R3,Richmond,June,2014.0,z,email,True,2014,False,1.0
17290,0,ADULT,2,6,35 to 44 years,W2,West Portal,January,2014.0,z,email,True,2013,False,7.0
17291,3,SENIOR,107,0,65 to 74 years,S7,Sunset,May,2014.0,z,email,True,2011,False,7.0
17295,0,ADULT,10,0,35 to 44 years,M2,Marina,December,2015.0,z,email,True,2015,False,2.0
17296,0,ADULT,205,267,35 to 44 years,M6,Mission,January,2015.0,z,email,True,2004,False,1.0
17299,0,ADULT,1183,456,60 to 64 years,W4,Western Addition,October,2013.0,z,email,True,2003,False,2.0
17303,0,ADULT,12,0,35 to 44 years,X,Main Library,June,2013.0,z,email,True,2012,False,9.0
17304,0,ADULT,67,0,25 to 34 years,X,Main Library,August,2014.0,z,email,True,2014,False,9.0
17308,0,ADULT,66,129,25 to 34 years,C2,Chinatown,July,2016.0,z,email,True,2014,False,3.0
17309,0,ADULT,38,4,45 to 54 years,I5,Ingleside,July,2016.0,p,phone,False,2008,False,7.0
17313,0,ADULT,209,106,55 to 59 years,O7,Ortega,July,2016.0,z,email,True,2003,False,4.0
17315,4,WELCOME,4,0,20 to 24 years,P5,Portola,January,2014.0,z,email,True,2007,False,10.0
17316,0,ADULT,4,0,35 to 44 years,B4,Bernal Heights,October,2015.0,z,email,True,2015,False,9.0
17317,3,SENIOR,24,1,65 to 74 years,I5,Ingleside,July,2016.0,z,email,True,2011,False,7.0
17318,0,ADULT,242,288,25 to 34 years,P3,Parkside,July,2016.0,z,email,True,2012,False,7.0
17319,0,ADULT,289,190,55 to 59 years,P3,Parkside,January,2016.0,z,email,True,2003,False,4.0
17321,0,ADULT,43,6,25 to 34 years,I5,Ingleside,September,2010.0,a,print,True,2005,False,4.0
17323,0,ADULT,138,25,45 to 54 years,P7,Potrero,February,2015.0,z,email,True,2003,False,9.0
17324,0,ADULT,19,0,35 to 44 years,YB8,Unknown,September,2013.0,p,phone,False,2009,False,8.0
17325,10,VISITOR,2,1,25 to 34 years,X,Main Library,April,2014.0,z,email,True,2014,True,9.0
17326,3,SENIOR,9,0,65 to 74 years,C2,Chinatown,November,2015.0,a,print,False,2015,False,3.0
17330,0,ADULT,240,144,25 to 34 years,R3,Richmond,July,2016.0,z,email,True,2013,False,1.0
17331,0,ADULT,48,2,60 to 64 years,N4,Noe Valley/Sally Brunn,July,2016.0,z,email,True,2003,False,8.0
17333,0,ADULT,41,42,25 to 34 years,X,Main Library,July,2016.0,z,email,True,2012,False,8.0
17334,0,ADULT,581,28,55 to 59 years,X,Main Library,July,2016.0,z,email,True,2005,False,6.0
17336,0,ADULT,6,6,35 to 44 years,R3,Richmond,October,2014.0,z,email,True,2011,False,1.0
17337,0,ADULT,725,144,25 to 34 years,M8,Mission Bay,July,2016.0,z,email,True,2003,False,6.0
17338,0,ADULT,172,378,45 to 54 years,S7,Sunset,January,2014.0,z,email,True,2003,False,4.0
17345,0,ADULT,389,163,25 to 34 years,E9,Excelsior,June,2016.0,z,email,True,2011,False,3.0
17346,0,ADULT,24,20,35 to 44 years,W4,Western Addition,June,2016.0,z,email,True,2014,False,2.0
17347,0,ADULT,131,89,35 to 44 years,X,Main Library,September,2015.0,z,email,True,2005,False,1.0
17349,0,ADULT,10,0,25 to 34 years,E9,Excelsior,September,2015.0,a,print,False,2015,False,10.0
17350,0,ADULT,248,140,55 to 59 years,E7,Eureka Valley/Harvey Milk Memorial,July,2016.0,z,email,True,2009,False,8.0
17351,0,ADULT,4,1,25 to 34 years,X,Main Library,January,2016.0,z,email,True,2014,False,3.0
17354,0,ADULT,113,1,35 to 44 years,X,Main Library,May,2016.0,z,email,True,2011,False,7.0
17356,0,ADULT,866,6,35 to 44 years,X,Main Library,July,2016.0,z,email,True,2015,False,6.0
17359,0,ADULT,4,0,55 to 59 years,S7,Sunset,June,2015.0,z,email,True,2012,False,5.0
17360,0,ADULT,2,0,25 to 34 years,R3,Richmond,October,2012.0,z,email,True,2012,False,1.0
17362,0,ADULT,92,0,45 to 54 years,P3,Parkside,June,2016.0,z,email,True,2006,False,4.0
17363,0,ADULT,185,198,25 to 34 years,S7,Sunset,July,2014.0,z,email,True,2003,False,1.0
17364,0,ADULT,66,80,35 to 44 years,M2,Marina,August,2014.0,z,email,True,2003,False,2.0
17367,0,ADULT,47,1,55 to 59 years,X,Main Library,September,2012.0,z,email,True,2009,False,5.0
17368,0,ADULT,25,14,55 to 59 years,P3,Parkside,September,2015.0,z,email,True,2003,False,7.0
17369,0,ADULT,5,3,45 to 54 years,M6,Mission,June,2015.0,p,phone,False,2006,False,11.0
17371,0,ADULT,19,24,35 to 44 years,X,Main Library,March,2013.0,z,email,True,2009,False,8.0
17372,0,ADULT,57,4,35 to 44 years,E9,Excelsior,May,2014.0,a,print,False,2008,False,11.0
17374,0,ADULT,21,1,25 to 34 years,X,Main Library,November,2013.0,z,email,True,2009,False,1.0
17375,4,WELCOME,1,0,25 to 34 years,E9,Excelsior,January,2016.0,z,email,True,2012,False,9.0
17376,0,ADULT,284,335,60 to 64 years,X,Main Library,July,2016.0,z,email,True,2003,False,11.0
17378,0,ADULT,205,9,45 to 54 years,M6,Mission,January,2014.0,p,phone,False,2003,False,9.0
17379,0,ADULT,7,6,25 to 34 years,R3,Richmond,July,2016.0,z,email,True,2015,False,1.0
17380,0,ADULT,961,95,60 to 64 years,S7,Sunset,July,2016.0,z,email,True,2003,False,1.0
17382,0,ADULT,476,42,45 to 54 years,B4,Bernal Heights,June,2016.0,p,phone,False,2003,False,9.0
17383,0,ADULT,12,6,25 to 34 years,M8,Mission Bay,June,2014.0,z,email,True,2012,False,5.0
17387,0,ADULT,114,66,55 to 59 years,P3,Parkside,January,2016.0,z,email,True,2003,False,4.0
17388,0,ADULT,7,2,25 to 34 years,C2,Chinatown,January,2016.0,z,email,True,2014,False,3.0
17389,0,ADULT,93,237,55 to 59 years,M2,Marina,June,2016.0,z,email,True,2009,False,3.0
17390,0,ADULT,236,16,25 to 34 years,G4,Glen Park,August,2013.0,z,email,True,2009,False,8.0
17391,0,ADULT,2,2,45 to 54 years,W4,Western Addition,March,2014.0,z,email,True,2013,False,5.0
17393,0,ADULT,10,1,60 to 64 years,E9,Excelsior,July,2016.0,z,email,True,2006,False,11.0
17394,0,ADULT,7,0,20 to 24 years,M6,Mission,August,2014.0,p,phone,False,2011,False,11.0
17397,0,ADULT,12,7,25 to 34 years,P1,Park,July,2016.0,z,email,True,2015,False,5.0
17398,0,ADULT,10,10,35 to 44 years,M6,Mission,February,2015.0,p,phone,False,2010,False,9.0
17402,3,SENIOR,1156,1075,65 to 74 years,X,Main Library,July,2016.0,z,email,True,2003,False,11.0
17405,0,ADULT,29,3,25 to 34 years,P9,Presidio,May,2016.0,z,email,True,2011,False,2.0
17408,0,ADULT,85,55,60 to 64 years,X,Main Library,March,2016.0,z,email,True,2004,False,10.0
17409,0,ADULT,8,0,45 to 54 years,E9,Excelsior,October,2008.0,z,email,True,2006,False,11.0
17410,0,ADULT,58,0,35 to 44 years,O7,Ortega,April,2013.0,z,email,True,2012,False,7.0
17411,4,WELCOME,1,0,45 to 54 years,M2,Marina,September,2013.0,z,email,True,2013,False,2.0
17412,0,ADULT,14,8,20 to 24 years,P5,Portola,October,2015.0,p,phone,False,2011,False,9.0
17414,0,ADULT,14,3,35 to 44 years,N4,Noe Valley/Sally Brunn,March,2016.0,z,email,True,2011,False,8.0
17415,0,ADULT,8,4,25 to 34 years,X,Main Library,May,2009.0,z,email,True,2007,False,4.0
17416,0,ADULT,4,6,35 to 44 years,X,Main Library,June,2016.0,z,email,True,2015,False,5.0
17420,0,ADULT,125,58,35 to 44 years,G4,Glen Park,July,2016.0,z,email,True,2007,False,8.0
17421,0,ADULT,448,324,45 to 54 years,X,Main Library,March,2014.0,z,email,True,2003,False,6.0
17422,0,ADULT,127,164,25 to 34 years,G4,Glen Park,March,2016.0,z,email,True,2004,False,11.0
17424,0,ADULT,20,1,45 to 54 years,B4,Bernal Heights,September,2014.0,z,email,True,2014,False,9.0
17426,0,ADULT,7,3,20 to 24 years,O7,Ortega,September,2013.0,z,email,True,2012,False,4.0
17428,4,WELCOME,2,1,20 to 24 years,X,Main Library,May,2014.0,z,email,True,2014,False,3.0
17429,0,ADULT,3,0,35 to 44 years,M2,Marina,February,2015.0,z,email,True,2014,False,2.0
17431,3,SENIOR,19,5,65 to 74 years,O7,Ortega,February,2014.0,z,email,True,2013,False,4.0
17433,0,ADULT,2,0,25 to 34 years,M6,Mission,June,2011.0,z,email,True,2009,False,9.0
17436,0,ADULT,2,1,20 to 24 years,N6,North Beach,April,2016.0,z,email,True,2016,False,2.0
17440,0,ADULT,7,0,35 to 44 years,M6,Mission,March,2015.0,z,email,True,2005,False,11.0
17441,0,ADULT,28,21,20 to 24 years,B2,Bayview/Linda Brooks-Burton,May,2016.0,z,email,True,2013,False,10.0
17442,3,SENIOR,1417,886,65 to 74 years,S7,Sunset,July,2016.0,z,email,True,2003,False,4.0
17443,0,ADULT,28,0,35 to 44 years,P7,Potrero,March,2014.0,z,email,True,2013,False,10.0
17445,0,ADULT,1,0,25 to 34 years,X,Main Library,November,2012.0,z,email,True,2012,False,9.0
17448,3,SENIOR,135,61,65 to 74 years,R3,Richmond,July,2016.0,z,email,True,2003,False,1.0
17450,0,ADULT,17,32,45 to 54 years,S7,Sunset,April,2016.0,p,phone,True,2014,False,3.0
17453,0,ADULT,53,14,25 to 34 years,X,Main Library,October,2013.0,z,email,True,2008,False,3.0
17455,4,WELCOME,3,0,25 to 34 years,M8,Mission Bay,February,2016.0,z,email,True,2015,False,6.0
17456,0,ADULT,230,86,35 to 44 years,P3,Parkside,July,2016.0,z,email,True,2016,False,4.0
17457,0,ADULT,1,0,45 to 54 years,O2,Ocean View,October,2005.0,a,print,True,2005,False,10.0
17459,0,ADULT,4,0,25 to 34 years,X,Main Library,September,2013.0,z,email,True,2011,False,8.0
17462,0,ADULT,44,51,35 to 44 years,M6,Mission,September,2013.0,z,email,True,2003,False,8.0
17463,0,ADULT,18,0,35 to 44 years,X,Main Library,April,2014.0,z,email,True,2013,False,5.0
